Game,Relation,They,Console,Year,Sales
super mario maker 2,BOSS_IN,link,Switch,2019,0.0
super smash bros. brawl,BOSS_IN,link,Wii,2008,0.0
super smash bros. ultimate,BOSS_IN,link,Switch,2018,0.0
super smash bros. ultimate,BOSS_IN,link,Switch,2020,0.0
super smash bros. ultimate,BOSS_IN,link,Switch,2019,0.0
super mario galaxy,BOSS_IN,dino piranha,Wii,2007,11.35
super mario galaxy 2,BOSS_IN,dino piranha,Wii,2010,7.51
super mario maker,BOSS_IN,diddy kong,WiiU,2015,3.21
super mario maker,BOSS_IN,diddy kong,WiiU,2016,3.21
mario kart: double dash!!,BOSS_IN,diddy kong,GC,2003,13.9
super smash bros. brawl,BOSS_IN,diddy kong,Wii,2008,0.0
super mario odyssey,BOSS_IN,diddy kong,Switch,2017,0.0
super smash bros. for nintendo 3ds / wii u,BOSS_IN,diddy kong,"nintendo 3ds, wii u",2014,0.0
super smash bros. for nintendo 3ds / wii u,BOSS_IN,diddy kong,nintendo 3ds / wii u,2014,0.0
mario kart wii,BOSS_IN,diddy kong,Wii,2008,35.52
super smash bros. ultimate,BOSS_IN,diddy kong,Switch,2018,0.0
super smash bros. ultimate,BOSS_IN,diddy kong,Switch,2020,0.0
super smash bros. ultimate,BOSS_IN,diddy kong,Switch,2019,0.0
mario kart tour,BOSS_IN,diddy kong,Mobile,2019,0.0
mario kart 8 deluxe,BOSS_IN,diddy kong,Switch,2017,0.0
super smash bros. brawl,BOSS_IN,don bongo,Wii,2008,0.0
super smash bros. ultimate,BOSS_IN,don bongo,Switch,2018,0.0
super smash bros. ultimate,BOSS_IN,don bongo,Switch,2020,0.0
super smash bros. ultimate,BOSS_IN,don bongo,Switch,2019,0.0
new super mario bros.,BOSS_IN,dry bowser,DS,2006,29.8
mario kart wii,BOSS_IN,dry bowser,Wii,2008,35.52
mario & luigi: paper jam,BOSS_IN,dry bowser,3DS,2015,0.76
mario & luigi: paper jam,BOSS_IN,dry bowser,3DS,2016,0.76
super mario 3d land,BOSS_IN,dry bowser,3DS,2011,10.81
mario kart arcade gp dx,BOSS_IN,dry bowser,Arcade,2013,0.0
mario kart arcade gp dx,BOSS_IN,dry bowser,Arcade,2017,0.0
mario kart arcade gp dx,BOSS_IN,dry bowser,Arcade,2015,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,dry bowser,3DS,2018,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,dry bowser,Switch,2018,0.0
new super mario bros. 2,BOSS_IN,dry bowser,3DS,2012,9.9
mario kart tour,BOSS_IN,dry bowser,Mobile,2019,0.0
mario kart ds,BOSS_IN,dry bones,DS,2005,23.21
mario party 7,BOSS_IN,dry bones,GC,2005,1.57
mario kart wii,BOSS_IN,dry bones,Wii,2008,35.52
mario party 8,BOSS_IN,dry bones,Wii,2007,8.27
mario & luigi: partners in time,BOSS_IN,dry bones,DS,2005,1.29
new super mario bros.,BOSS_IN,dry bones,DS,2006,29.8
mario party ds,BOSS_IN,dry bones,DS,2007,8.91
super mario galaxy,BOSS_IN,dry bones,Wii,2007,11.35
mario kart tour,BOSS_IN,dry bones,Mobile,2019,0.0
mario party 9,BOSS_IN,dry bones,Wii,2012,3.13
mario & luigi: dream team,BOSS_IN,dry bones,3DS,2013,2.08
new super mario bros. wii,BOSS_IN,dry bones,Wii,2009,28.32
mario kart world,BOSS_IN,dry bones,Switch 2,2025,0.0
mario party: island tour,BOSS_IN,dry bones,3DS,2013,1.92
mario party: island tour,BOSS_IN,dry bones,3DS,2014,1.92
mario & luigi: paper jam,BOSS_IN,dry bones,3DS,2015,0.76
mario & luigi: paper jam,BOSS_IN,dry bones,3DS,2016,0.76
super mario galaxy 2,BOSS_IN,dry bones,Wii,2010,7.51
mario party 10,BOSS_IN,dry bones,WiiU,2015,1.58
mario & luigi: brothership,BOSS_IN,dry bones,Switch,2024,0.0
super mario 3d land,BOSS_IN,dry bones,3DS,2011,10.81
mario party: star rush,BOSS_IN,dry bones,3DS,2016,0.3
new super mario bros. 2,BOSS_IN,dry bones,3DS,2012,9.9
mario party: the top 100,BOSS_IN,dry bones,3DS,2017,0.0
super mario party,BOSS_IN,dry bones,Switch,2018,0.0
mario party superstars,BOSS_IN,dry bones,Switch,2021,0.0
mario party superstars,BOSS_IN,dry bones,3DS,2017,0.0
super mario party jamboree,BOSS_IN,dry bones,Switch,2024,0.0
super mario run,BOSS_IN,dry bones,Mobile,2016,0.0
super mario run,BOSS_IN,dry bones,Mobile,2017,0.0
super mario maker 2,BOSS_IN,dry bones,Switch,2019,0.0
super mario bros. wonder,BOSS_IN,dry bones,Switch,2023,0.0
mario & luigi: partners in time,BOSS_IN,fawful,DS,2005,1.29
super mario bros. 3,BOSS_IN,fire snake,Nintendo,1988,22.48
super mario bros. 3,BOSS_IN,fire snake,Game & Watch,1990,22.48
super mario bros. 3,BOSS_IN,fire snake,NES,1988,22.48
mario kart ds,BOSS_IN,fire snake,DS,2005,23.21
super mario world,BOSS_IN,fire snake,Nintendo,1990,26.07
super mario world,BOSS_IN,fire snake,Game & Watch,1991,26.07
super mario world,BOSS_IN,fire snake,Arcade,1993,26.07
super mario world,BOSS_IN,fire snake,SNES,1990,26.07
mario kart wii,BOSS_IN,fire snake,Wii,2008,35.52
new super mario bros.,BOSS_IN,fire snake,DS,2006,29.8
new super mario bros. wii,BOSS_IN,fire snake,Wii,2009,28.32
mario kart world,BOSS_IN,fire snake,Switch 2,2025,0.0
new super mario bros. 2,BOSS_IN,fire snake,3DS,2012,9.9
super smash bros. brawl,BOSS_IN,fracktail,Wii,2008,0.0
super smash bros. for wii u,BOSS_IN,fracktail,WiiU,2014,0.0
super smash bros. for wii u,BOSS_IN,fracktail,WiiU,2015,0.0
super smash bros. for wii u,BOSS_IN,fracktail,3DS,2014,0.0
super smash bros. for wii u,BOSS_IN,fracktail,Wii,2014,0.0
mario kart: double dash!!,BOSS_IN,freezie,GC,2003,13.9
mario kart live: home circuit,BOSS_IN,freezie,Switch,2020,0.0
mario kart world,BOSS_IN,freezie,Switch 2,2025,0.0
bs super mario usa,BOSS_IN,fryguy,Other Platform,1996,0.0
bs super mario usa,BOSS_IN,fryguy,Other Platform,1995,0.0
super smash bros. melee,BOSS_IN,giga bowser,GC,2001,0.0
super smash bros. brawl,BOSS_IN,giga bowser,Wii,2008,0.0
super smash bros. for nintendo 3ds / wii u,BOSS_IN,giga bowser,"nintendo 3ds, wii u",2014,0.0
super smash bros. for nintendo 3ds / wii u,BOSS_IN,giga bowser,nintendo 3ds / wii u,2014,0.0
super smash bros. ultimate,BOSS_IN,giga bowser,Switch,2018,0.0
super smash bros. ultimate,BOSS_IN,giga bowser,Switch,2020,0.0
super smash bros. ultimate,BOSS_IN,giga bowser,Switch,2019,0.0
super mario 3d land,BOSS_IN,goomba tower,3DS,2011,10.81
mario party 9,BOSS_IN,goomba tower,Wii,2012,3.13
mario & luigi: paper jam,BOSS_IN,goomba tower,3DS,2015,0.76
mario & luigi: paper jam,BOSS_IN,goomba tower,3DS,2016,0.76
new super mario bros. 2,BOSS_IN,goomba tower,3DS,2012,9.9
mario kart tour,BOSS_IN,goomba tower,Mobile,2019,0.0
mario party: island tour,BOSS_IN,goomba tower,3DS,2013,1.92
mario party: island tour,BOSS_IN,goomba tower,3DS,2014,1.92
mario & luigi: superstar saga + bowser's minions,BOSS_IN,goomba tower,3DS,2017,0.0
mario party 10,BOSS_IN,goomba tower,WiiU,2015,1.58
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,goomba tower,3DS,2018,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,goomba tower,Switch,2018,0.0
mario party superstars,BOSS_IN,goomba tower,Switch,2021,0.0
mario party superstars,BOSS_IN,goomba tower,3DS,2017,0.0
mario & luigi: brothership,BOSS_IN,goomba tower,Switch,2024,0.0
super mario odyssey,BOSS_IN,goomba tower,Switch,2017,0.0
super mario party jamboree,BOSS_IN,goomba tower,Switch,2024,0.0
mario kart: super circuit,BOSS_IN,hammer bro,GBA,2001,5.47
mario party,BOSS_IN,hammer bro,N64,1998,2.7
super mario bros. 3,BOSS_IN,hammer bro,Nintendo,1988,22.48
super mario bros. 3,BOSS_IN,hammer bro,Game & Watch,1990,22.48
super mario bros. 3,BOSS_IN,hammer bro,NES,1988,22.48
mario kart wii,BOSS_IN,hammer bro,Wii,2008,35.52
mario party 2,BOSS_IN,hammer bro,N64,1999,2.5
mario & luigi: partners in time,BOSS_IN,hammer bro,DS,2005,1.29
super mario world,BOSS_IN,hammer bro,Nintendo,1990,26.07
super mario world,BOSS_IN,hammer bro,Game & Watch,1991,26.07
super mario world,BOSS_IN,hammer bro,Arcade,1993,26.07
super mario world,BOSS_IN,hammer bro,SNES,1990,26.07
mario kart 7,BOSS_IN,hammer bro,3DS,2011,12.66
mario party 3,BOSS_IN,hammer bro,N64,2000,1.91
mario & luigi: dream team,BOSS_IN,hammer bro,3DS,2013,2.08
new super mario bros.,BOSS_IN,hammer bro,DS,2006,29.8
mario party 5,BOSS_IN,hammer bro,GC,2003,2.08
mario & luigi: paper jam,BOSS_IN,hammer bro,3DS,2015,0.76
mario & luigi: paper jam,BOSS_IN,hammer bro,3DS,2016,0.76
new super mario bros. wii,BOSS_IN,hammer bro,Wii,2009,28.32
mario kart tour,BOSS_IN,hammer bro,Mobile,2019,0.0
mario party advance,BOSS_IN,hammer bro,GBA,2005,0.98
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,hammer bro,3DS,2018,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,hammer bro,Switch,2018,0.0
super mario galaxy 2,BOSS_IN,hammer bro,Wii,2010,7.51
mario kart world,BOSS_IN,hammer bro,Switch 2,2025,0.0
mario party 7,BOSS_IN,hammer bro,GC,2005,1.57
mario & luigi: brothership,BOSS_IN,hammer bro,Switch,2024,0.0
super mario 3d land,BOSS_IN,hammer bro,3DS,2011,10.81
mario party 8,BOSS_IN,hammer bro,Wii,2007,8.27
new super mario bros. 2,BOSS_IN,hammer bro,3DS,2012,9.9
mario party ds,BOSS_IN,hammer bro,DS,2007,8.91
mario party 9,BOSS_IN,hammer bro,Wii,2012,3.13
mario party: island tour,BOSS_IN,hammer bro,3DS,2013,1.92
mario party: island tour,BOSS_IN,hammer bro,3DS,2014,1.92
mario party 10,BOSS_IN,hammer bro,WiiU,2015,1.58
super mario odyssey,BOSS_IN,hammer bro,Switch,2017,0.0
mario party: star rush,BOSS_IN,hammer bro,3DS,2016,0.3
super mario bros. wonder,BOSS_IN,hammer bro,Switch,2023,0.0
mario party: the top 100,BOSS_IN,hammer bro,3DS,2017,0.0
super mario party,BOSS_IN,hammer bro,Switch,2018,0.0
mario party superstars,BOSS_IN,hammer bro,Switch,2021,0.0
mario party superstars,BOSS_IN,hammer bro,3DS,2017,0.0
super mario party jamboree,BOSS_IN,hammer bro,Switch,2024,0.0
super mario advance 4: super mario bros. 3,BOSS_IN,impostor bowser,GBA,2003,0.0
super mario 3d land,BOSS_IN,impostor bowser,3DS,2011,10.81
super mario run,BOSS_IN,impostor bowser,Mobile,2016,0.0
super mario run,BOSS_IN,impostor bowser,Mobile,2017,0.0
mario & luigi: superstar saga,BOSS_IN,iggy,GBA,2003,2.17
super smash bros. for nintendo 3ds / wii u,BOSS_IN,iggy,"nintendo 3ds, wii u",2014,0.0
super smash bros. for nintendo 3ds / wii u,BOSS_IN,iggy,nintendo 3ds / wii u,2014,0.0
mario kart tour,BOSS_IN,iggy,Mobile,2019,0.0
mario & luigi: paper jam,BOSS_IN,iggy,3DS,2015,0.76
mario & luigi: paper jam,BOSS_IN,iggy,3DS,2016,0.76
super smash bros. ultimate,BOSS_IN,iggy,Switch,2018,0.0
super smash bros. ultimate,BOSS_IN,iggy,Switch,2020,0.0
super smash bros. ultimate,BOSS_IN,iggy,Switch,2019,0.0
new super mario bros. wii,BOSS_IN,iggy,Wii,2009,28.32
mario kart live: home circuit,BOSS_IN,iggy,Switch,2020,0.0
mario & luigi: superstar saga + bowser's minions,BOSS_IN,iggy,3DS,2017,0.0
new super mario bros. 2,BOSS_IN,iggy,3DS,2012,9.9
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,iggy,3DS,2018,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,iggy,Switch,2018,0.0
super mario maker 2,BOSS_IN,iggy,Switch,2019,0.0
mario kart ds,BOSS_IN,king bob-omb,DS,2005,23.21
mario party 2,BOSS_IN,king bob-omb,N64,1999,2.5
mario & luigi: paper jam,BOSS_IN,king bob-omb,3DS,2015,0.76
mario & luigi: paper jam,BOSS_IN,king bob-omb,3DS,2016,0.76
mario kart arcade gp dx,BOSS_IN,king bob-omb,Arcade,2013,0.0
mario kart arcade gp dx,BOSS_IN,king bob-omb,Arcade,2017,0.0
mario kart arcade gp dx,BOSS_IN,king bob-omb,Arcade,2015,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,king bob-omb,3DS,2018,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,king bob-omb,Switch,2018,0.0
mario kart tour,BOSS_IN,king bob-omb,Mobile,2019,0.0
mario party advance,BOSS_IN,king bob-omb,GBA,2005,0.98
mario party 8,BOSS_IN,king bob-omb,Wii,2007,8.27
mario party 9,BOSS_IN,king bob-omb,Wii,2012,3.13
mario party: island tour,BOSS_IN,king bob-omb,3DS,2013,1.92
mario party: island tour,BOSS_IN,king bob-omb,3DS,2014,1.92
mario party: star rush,BOSS_IN,king bob-omb,3DS,2016,0.3
super mario party,BOSS_IN,king bob-omb,Switch,2018,0.0
mario party superstars,BOSS_IN,king bob-omb,Switch,2021,0.0
mario party superstars,BOSS_IN,king bob-omb,3DS,2017,0.0
super mario party jamboree,BOSS_IN,king bob-omb,Switch,2024,0.0
super mario 64 ds,BOSS_IN,king boo,DS,2004,0.0
mario kart: double dash!!,BOSS_IN,king boo,GC,2003,13.9
mario party 8,BOSS_IN,king boo,Wii,2007,8.27
mario kart ds,BOSS_IN,king boo,DS,2005,23.21
mario party 9,BOSS_IN,king boo,Wii,2012,3.13
super mario bros. wonder,BOSS_IN,king boo,Switch,2023,0.0
mario kart arcade gp 2,BOSS_IN,king boo,Arcade,2007,0.0
mario party 10,BOSS_IN,king boo,WiiU,2015,1.58
super mario run,BOSS_IN,king boo,Mobile,2016,0.0
super mario run,BOSS_IN,king boo,Mobile,2017,0.0
mario kart wii,BOSS_IN,king boo,Wii,2008,35.52
mario party: star rush,BOSS_IN,king boo,3DS,2016,0.3
mario kart 8 deluxe,BOSS_IN,king boo,Switch,2017,0.0
mario party superstars,BOSS_IN,king boo,Switch,2021,0.0
mario party superstars,BOSS_IN,king boo,3DS,2017,0.0
mario kart arcade gp dx,BOSS_IN,king boo,Arcade,2013,0.0
mario kart arcade gp dx,BOSS_IN,king boo,Arcade,2017,0.0
mario kart arcade gp dx,BOSS_IN,king boo,Arcade,2015,0.0
super mario party jamboree,BOSS_IN,king boo,Switch,2024,0.0
mario kart tour,BOSS_IN,king boo,Mobile,2019,0.0
mario kart world,BOSS_IN,king boo,Switch 2,2025,0.0
super smash bros. ultimate,BOSS_IN,king k. rool,Switch,2018,0.0
super smash bros. ultimate,BOSS_IN,king k. rool,Switch,2020,0.0
super smash bros. ultimate,BOSS_IN,king k. rool,Switch,2019,0.0
super mario bros.,BOSS_IN,lakitu,Game & Watch,1989,45.31
super mario bros.,BOSS_IN,lakitu,Nintendo,1985,45.31
super mario bros.,BOSS_IN,lakitu,Game & Watch,1986,45.31
super mario bros.,BOSS_IN,lakitu,Arcade,1992,45.31
super mario bros.,BOSS_IN,lakitu,NES,1985,45.31
mario kart 7,BOSS_IN,lakitu,3DS,2011,12.66
mario party,BOSS_IN,lakitu,N64,1998,2.7
super mario bros.: the lost levels,BOSS_IN,lakitu,PC,1986,2.65
super mario bros.: the lost levels,BOSS_IN,lakitu,NES,1986,2.65
mario party 2,BOSS_IN,lakitu,N64,1999,2.5
mario & luigi: partners in time,BOSS_IN,lakitu,DS,2005,1.29
mario kart arcade gp dx,BOSS_IN,lakitu,Arcade,2013,0.0
mario kart arcade gp dx,BOSS_IN,lakitu,Arcade,2017,0.0
mario kart arcade gp dx,BOSS_IN,lakitu,Arcade,2015,0.0
mario party 3,BOSS_IN,lakitu,N64,2000,1.91
mario kart tour,BOSS_IN,lakitu,Mobile,2019,0.0
mario party 4,BOSS_IN,lakitu,GC,2002,2.47
mario & luigi: dream team,BOSS_IN,lakitu,3DS,2013,2.08
mario kart world,BOSS_IN,lakitu,Switch 2,2025,0.0
mario party-e,BOSS_IN,lakitu,Other Platform,2003,0.0
mario & luigi: paper jam,BOSS_IN,lakitu,3DS,2015,0.76
mario & luigi: paper jam,BOSS_IN,lakitu,3DS,2016,0.76
mario party 5,BOSS_IN,lakitu,GC,2003,2.08
mario & luigi: brothership,BOSS_IN,lakitu,Switch,2024,0.0
new super mario bros.,BOSS_IN,lakitu,DS,2006,29.8
mario party 6,BOSS_IN,lakitu,GC,2004,1.65
new super mario bros. wii,BOSS_IN,lakitu,Wii,2009,28.32
mario party advance,BOSS_IN,lakitu,GBA,2005,0.98
super mario galaxy 2,BOSS_IN,lakitu,Wii,2010,7.51
mario party 7,BOSS_IN,lakitu,GC,2005,1.57
new super mario bros. 2,BOSS_IN,lakitu,3DS,2012,9.9
mario party 8,BOSS_IN,lakitu,Wii,2007,8.27
mario party 9,BOSS_IN,lakitu,Wii,2012,3.13
mario party: island tour,BOSS_IN,lakitu,3DS,2013,1.92
mario party: island tour,BOSS_IN,lakitu,3DS,2014,1.92
super mario run,BOSS_IN,lakitu,Mobile,2016,0.0
super mario run,BOSS_IN,lakitu,Mobile,2017,0.0
mario party 10,BOSS_IN,lakitu,WiiU,2015,1.58
super mario odyssey,BOSS_IN,lakitu,Switch,2017,0.0
mario party: star rush,BOSS_IN,lakitu,3DS,2016,0.3
super mario bros. wonder,BOSS_IN,lakitu,Switch,2023,0.0
mario party: the top 100,BOSS_IN,lakitu,3DS,2017,0.0
super mario party,BOSS_IN,lakitu,Switch,2018,0.0
mario party superstars,BOSS_IN,lakitu,Switch,2021,0.0
mario party superstars,BOSS_IN,lakitu,3DS,2017,0.0
super mario party jamboree,BOSS_IN,lakitu,Switch,2024,0.0
super mario bros. 3,BOSS_IN,larry,Nintendo,1988,22.48
super mario bros. 3,BOSS_IN,larry,Game & Watch,1990,22.48
super mario bros. 3,BOSS_IN,larry,NES,1988,22.48
mario & luigi: superstar saga,BOSS_IN,larry,GBA,2003,2.17
super smash bros. for nintendo 3ds / wii u,BOSS_IN,larry,"nintendo 3ds, wii u",2014,0.0
super smash bros. for nintendo 3ds / wii u,BOSS_IN,larry,nintendo 3ds / wii u,2014,0.0
super mario world,BOSS_IN,larry,Nintendo,1990,26.07
super mario world,BOSS_IN,larry,Game & Watch,1991,26.07
super mario world,BOSS_IN,larry,Arcade,1993,26.07
super mario world,BOSS_IN,larry,SNES,1990,26.07
mario kart tour,BOSS_IN,larry,Mobile,2019,0.0
mario & luigi: paper jam,BOSS_IN,larry,3DS,2015,0.76
mario & luigi: paper jam,BOSS_IN,larry,3DS,2016,0.76
super smash bros. ultimate,BOSS_IN,larry,Switch,2018,0.0
super smash bros. ultimate,BOSS_IN,larry,Switch,2020,0.0
super smash bros. ultimate,BOSS_IN,larry,Switch,2019,0.0
new super mario bros. wii,BOSS_IN,larry,Wii,2009,28.32
mario kart live: home circuit,BOSS_IN,larry,Switch,2020,0.0
mario & luigi: superstar saga + bowser's minions,BOSS_IN,larry,3DS,2017,0.0
new super mario bros. 2,BOSS_IN,larry,3DS,2012,9.9
mario kart world,BOSS_IN,larry,Switch 2,2025,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,larry,3DS,2018,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,larry,Switch,2018,0.0
super mario maker 2,BOSS_IN,larry,Switch,2019,0.0
super mario bros. 3,BOSS_IN,ludwig,Nintendo,1988,22.48
super mario bros. 3,BOSS_IN,ludwig,Game & Watch,1990,22.48
super mario bros. 3,BOSS_IN,ludwig,NES,1988,22.48
mario & luigi: superstar saga,BOSS_IN,ludwig,GBA,2003,2.17
super smash bros. brawl,BOSS_IN,ludwig,Wii,2008,0.0
super mario world,BOSS_IN,ludwig,Nintendo,1990,26.07
super mario world,BOSS_IN,ludwig,Game & Watch,1991,26.07
super mario world,BOSS_IN,ludwig,Arcade,1993,26.07
super mario world,BOSS_IN,ludwig,SNES,1990,26.07
mario kart tour,BOSS_IN,ludwig,Mobile,2019,0.0
mario & luigi: paper jam,BOSS_IN,ludwig,3DS,2015,0.76
mario & luigi: paper jam,BOSS_IN,ludwig,3DS,2016,0.76
super smash bros. for nintendo 3ds / wii u,BOSS_IN,ludwig,"nintendo 3ds, wii u",2014,0.0
super smash bros. for nintendo 3ds / wii u,BOSS_IN,ludwig,nintendo 3ds / wii u,2014,0.0
new super mario bros. wii,BOSS_IN,ludwig,Wii,2009,28.32
mario kart live: home circuit,BOSS_IN,ludwig,Switch,2020,0.0
mario & luigi: superstar saga + bowser's minions,BOSS_IN,ludwig,3DS,2017,0.0
super smash bros. ultimate,BOSS_IN,ludwig,Switch,2018,0.0
super smash bros. ultimate,BOSS_IN,ludwig,Switch,2020,0.0
super smash bros. ultimate,BOSS_IN,ludwig,Switch,2019,0.0
new super mario bros. 2,BOSS_IN,ludwig,3DS,2012,9.9
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,ludwig,3DS,2018,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,ludwig,Switch,2018,0.0
super mario maker 2,BOSS_IN,ludwig,Switch,2019,0.0
super mario world,BOSS_IN,magikoopa,Nintendo,1990,26.07
super mario world,BOSS_IN,magikoopa,Game & Watch,1991,26.07
super mario world,BOSS_IN,magikoopa,Arcade,1993,26.07
super mario world,BOSS_IN,magikoopa,SNES,1990,26.07
super mario world 2: yoshi's island,BOSS_IN,magikoopa,SNES,1995,7.03
super mario world 2: yoshi's island,BOSS_IN,magikoopa,Nintendo,1995,7.03
mario & luigi: partners in time,BOSS_IN,magikoopa,DS,2005,1.29
super mario advance 4: super mario bros. 3,BOSS_IN,magikoopa,GBA,2003,0.0
super mario galaxy,BOSS_IN,magikoopa,Wii,2007,11.35
mario & luigi: dream team,BOSS_IN,magikoopa,3DS,2013,2.08
super mario galaxy 2,BOSS_IN,magikoopa,Wii,2010,7.51
mario & luigi: brothership,BOSS_IN,magikoopa,Switch,2024,0.0
super mario 3d land,BOSS_IN,magikoopa,3DS,2011,10.81
super mario kart,BOSS_IN,donkey kong jr.,SNES,1992,8.76
super mario kart,BOSS_IN,donkey kong jr.,Nintendo,1992,8.76
super mario maker,BOSS_IN,donkey kong jr.,WiiU,2015,3.21
super mario maker,BOSS_IN,donkey kong jr.,WiiU,2016,3.21
mario kart: double dash!!,BOSS_IN,donkey kong jr.,GC,2003,13.9
mario kart tour,BOSS_IN,donkey kong jr.,Mobile,2019,0.0
super mario world,BOSS_IN,mechakoopa,Nintendo,1990,26.07
super mario world,BOSS_IN,mechakoopa,Game & Watch,1991,26.07
super mario world,BOSS_IN,mechakoopa,Arcade,1993,26.07
super mario world,BOSS_IN,mechakoopa,SNES,1990,26.07
mario kart: super circuit,BOSS_IN,mechakoopa,GBA,2001,5.47
mario party 5,BOSS_IN,mechakoopa,GC,2003,2.08
mario & luigi: superstar saga,BOSS_IN,mechakoopa,GBA,2003,2.17
super mario galaxy,BOSS_IN,mechakoopa,Wii,2007,11.35
mario party advance,BOSS_IN,mechakoopa,GBA,2005,0.98
mario & luigi: dream team,BOSS_IN,mechakoopa,3DS,2013,2.08
new super mario bros. wii,BOSS_IN,mechakoopa,Wii,2009,28.32
mario party 7,BOSS_IN,mechakoopa,GC,2005,1.57
mario & luigi: paper jam,BOSS_IN,mechakoopa,3DS,2015,0.76
mario & luigi: paper jam,BOSS_IN,mechakoopa,3DS,2016,0.76
super mario galaxy 2,BOSS_IN,mechakoopa,Wii,2010,7.51
mario party 9,BOSS_IN,mechakoopa,Wii,2012,3.13
mario & luigi: superstar saga + bowser's minions,BOSS_IN,mechakoopa,3DS,2017,0.0
mario party 10,BOSS_IN,mechakoopa,WiiU,2015,1.58
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,mechakoopa,3DS,2018,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,BOSS_IN,mechakoopa,Switch,2018,0.0
super mario maker 2,BOSS_IN,mechakoopa,Switch,2019,0.0
super mario party,BOSS_IN,mechakoopa,Switch,2018,0.0
super mario bros. wonder,BOSS_IN,mechakoopa,Switch,2023,0.0
super mario party jamboree,BOSS_IN,mechakoopa,Switch,2024,0.0
new super mario bros.,BOSS_IN,mega dry bones,DS,2006,29.8
mario party: island tour,BOSS_IN,mega dry bones,3DS,2013,1.92
mario party: island tour,BOSS_IN,mega dry bones,3DS,2014,1.92
